sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text
4749686	the gel	transferred	a PVDF membrane	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5240590/pdf/	PMC5240590	10.1042/bsr20160161		27913752		6	7	4	4	9	11	Electrotransfer : Proteins were transferred from the gel to a PVDF membrane in a constant voltage of 60 V for 2 h at 4 • C. Immunodetection : Blocking buffer ( 3 % ) was added to the PVDF membrane , and the membrane was rocked gently for 2 h. Then , the membrane was rinsed with TBST buffer three times .
4752322	white-tailed deer	transmitted	camelids	https://api.semanticscholar.org/10.1016/j.cvfa.2009.02.006		10.1016/j.cvfa.2009.02.006		19460638		5	6	3	3	8	8	Meningeal worm is transmitted from white-tailed deer to camelids through arboreal snails .
4754752	capillary	transfer	microchip	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094303/pdf/	PMC7094303	10.1016/j.chroma.2007.11.119		18207148		11	11	9	9	13	13	However , some adjustments must be made in the transfer from capillary to microchip .
4761829	human	spread	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665890/pdf/	PMC3665890	10.1371/journal.pbio.1001571		23723737		26	26	24	24	28	28	These viruses cause hemorrhagic fevers in humans with case fatality rates of 15 - 30 % , but fortunately , they do not yet spread from human to human efficiently enough to cause large epidemics .
4766834	city A	traveling	city C	https://api.semanticscholar.org/10.1016/j.jairtraman.2008.09.014		10.1016/j.jairtraman.2008.09.014				7	8	5	5	10	11	For example , a passenger traveling from city A to city C non-stop has the same flight stage and trip length .
4766900	the liver	spread	the umbilical vein	https://api.semanticscholar.org/10.1016/b0-72-160537-0/50012-8		10.1016/b0-72-160537-0/50012-8				20	21	18	18	23	25	Although signs and symptoms of sepsis appeared at 18 days of age , possibly the result of bacterial spread from the liver to the umbilical vein , the infant improved and ultimately recovered after removal of the polypoid mass on the 19th day of life .
4769622	gray matter	spread	white matter	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3705805/pdf/	PMC3705805	10.1155/2013/510396		23864878		12	13	10	10	15	16	Previous studies demonstrated that with time of postinfection viral antigen spread from gray matter to white matter [ 19 ] in the infected mice .
4769622	gray matter	spread	19	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3705805/pdf/	PMC3705805	10.1155/2013/510396		23864878		12	13	10	10	18	18	Previous studies demonstrated that with time of postinfection viral antigen spread from gray matter to white matter [ 19 ] in the infected mice .
4769916	the primary sites of replication	spread	the central nervous system	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6402421/pdf/	PMC6402421	10.3389/fvets.2019.00053		30873421		4	8	2	2	15	18	PHEV can spread from the primary sites of replication through the peripheral nervous system to the central nervous system .
4771214	the higher ( 2 −9 )	transferred	the lower ( 2 −1 ) dilutions	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5893744/pdf/	PMC5893744	10.3389/fimmu.2018.00366		29670609		11	16	4	4	18	24	Supernatants and virus were transferred in a descending manner , from the higher ( 2 −9 ) to the lower ( 2 −1 ) dilutions using one cell culture plate .
4773541	domestic poultry	transferred	healthy people	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2346583/pdf/	PMC2346583	10.1016/j.antiviral.2008.01.003		18328578		24	25	22	22	28	29	By contrast , avian influenza viruses such as the H5N1 virus that recently emerged in Southeast Asia can cause severe disease when transferred from domestic poultry to previously healthy people ( “ avian influenza ” ) .
4773541	domestic poultry	transferred	“ avian influenza ”	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2346583/pdf/	PMC2346583	10.1016/j.antiviral.2008.01.003		18328578		24	25	22	22	31	34	By contrast , avian influenza viruses such as the H5N1 virus that recently emerged in Southeast Asia can cause severe disease when transferred from domestic poultry to previously healthy people ( “ avian influenza ” ) .
4775055	the bridging oxygen	transfer	the metal	https://api.semanticscholar.org/10.1016/j.micromeso.2008.09.026		10.1016/j.micromeso.2008.09.026				9	11	7	7	13	14	These bands are generally assigned to charge transfer from the bridging oxygen to the metal in polyoxometalates [ 27 ] .
4775793	birds	transmits	humans	https://api.semanticscholar.org/10.1016/b978-0-12-800838-6.00021-7		10.1016/b978-0-12-800838-6.00021-7				3	3	1	1	5	5	WNV transmits from birds to humans or to horses via mosquitoes .
4775793	birds	transmits	horses	https://api.semanticscholar.org/10.1016/b978-0-12-800838-6.00021-7		10.1016/b978-0-12-800838-6.00021-7				3	3	1	1	8	8	WNV transmits from birds to humans or to horses via mosquitoes .
4777546	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-012374410-4.00386-1		10.1016/b978-012374410-4.00386-1				4	4	2	2	6	6	Rotaviruses are transmitted from person to person by the fecal-oral route , or via aerosols .
4786125	the first (Cy3)tRNA Lys	transfer	the second tRNA Lys	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389563/pdf/	PMC5389563	10.1093/nar/gkw1020		27799473		21	24	19	19	29	32	The second round translocation attempts were ongoing by accommodation of the (Cy5)EF-G ( EF-G2 for Tl2 ) after peptidyl transfer from the first (Cy3)tRNA Lys in the P-site to the second tRNA Lys in the A-site ( Figure 2A ) .
4791115	person	transmit	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5597990/pdf/	PMC5597990	10.1186/s13690-017-0223-7		28924475		29	29	27	27	31	31	The fact that only a small number of oseltamivir resistance H1N1pdm09 viruses have been found so far , suggests that resistant strains may have reduced ability to transmit from person to person , and hence may not interfere with the efficacy of high levels of antiviral usage .
4792599	adults	transmitted	larvae	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5883000/pdf/	PMC5883000	10.1098/rstb.2017.0094		29531149		18	18	16	16	20	20	Throughout their range , monarchs are commonly infected with OE [ 141 ] , which is transmitted from adults to larvae via spores scattered onto eggs and milkweed ; spores must be ingested by a larva to cause a new infection [ 141 ] [ 142 ] [ 143 ] .
4805391	one cisterna	transferred	the other	https://api.semanticscholar.org/10.1016/b978-0-12-566770-8.50009-4		10.1016/b978-0-12-566770-8.50009-4				26	27	24	24	29	30	The Golgi cisternae from donor and recipient cells did not fuse , and the G protein , rather than the modifying enzyme , was transferred from one cisterna to the other .
4807512	Austria	travel	Britain	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5883000/pdf/	PMC5883000	10.1098/rstb.2017.0094		29531149		16	16	11	11	18	18	Eurasian blackcaps ( Sylvia atricapilla ) have altered their migration to travel northwest from Germany and Austria to Britain , rather than southwest to Spain-a change driven by both warming temperatures and supplemental feeding at bird feeders [ 51 ] .
4807800	the setter	transfer	the hatcher	https://api.semanticscholar.org/10.1016/b978-0-7020-7233-8.00030-6		10.1016/b978-0-7020-7233-8.00030-6				16	17	14	14	19	20	The eggs should not be turned in the last 3 days of incubation after transfer from the setter to the hatcher .
4808600	one generation	passed	the next	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7092799/pdf/	PMC7092799	10.1016/j.actatropica.2009.08.010		19682966		21	22	19	19	24	25	Traditional knowledge was therefore not gathered haphazardly , there were systematic ways of gathering the knowledge which was then passed from one generation to the next .
4809257	UDP-NAGn	transfer	any one of five mannose residues	https://api.semanticscholar.org/10.1016/b978-0-12-566770-8.50009-4		10.1016/b978-0-12-566770-8.50009-4				13	13	8	8	15	20	Sequential action of these enzymes results in the transfer of TV-acetyl glucosamine-1-phosphate from UDP-NAGn to any one of five mannose residues in the oligosaccharide core , followed shortly afterwards by the removal of the jV-acetylglucosamine to expose the phosphomannosyl group ( 577 ) .
4812119	person	transmitted	person	https://api.semanticscholar.org/10.1016/j.idc.2006.03.003		10.1016/j.idc.2006.03.003		16762745		4	4	2	2	6	6	SARS is transmitted from person to person by respiratory droplet and airborne spread [ 73 , 74 ] .
4814749	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-1-4557-2532-8.00023-2		10.1016/b978-1-4557-2532-8.00023-2				19	19	17	17	21	21	Because viable spores are present in the mediastinum and not the alveoli , anthrax is generally not transmitted from person to person via droplet nuclei .
4815678	foreign genes	transfer	cells	https://api.semanticscholar.org/10.1016/0264-410x(85)90011-8		10.1016/0264-410x(85)90011-8		4002835		12	13	5	5	16	16	These vectors were used to transfer genes from other biological entities ( foreign genes ) to cells in vitro , either for fundamental research purposes or for the production of proteins which would subsequently be purified for prototype vaccines e.g , hepatitis B virus surface antigen ( HBsAg ) from yeast 1 - 3 , and foot and mouth disease virus VPI protein from Escherichia coli 4"5 .
4816151	the dam	transmitted	the calf	https://api.semanticscholar.org/10.1016/b978-0-08-100596-5.21231-6		10.1016/b978-0-08-100596-5.21231-6				7	8	5	5	10	11	Larvae of T. vitulorum are transmitted from the dam to the calf through the milk during the first month of life .
4816388	bats	transmitted	animals	https://api.semanticscholar.org/10.1016/j.idc.2006.03.003		10.1016/j.idc.2006.03.003		16762745		9	9	7	7	11	11	It is unknown how the virus is transmitted from bats to animals .
4816668	a RNA template	transfer	a different template	https://api.semanticscholar.org/10.1016/j.meegid.2014.12.022		10.1016/j.meegid.2014.12.022		25541518		11	13	5	5	15	17	The replicative model requires the transfer of the replication complex from a RNA template to a different template , whereas the non-replicative model requires a previous break in the RNA molecule facilitating the formation of hybrid genomes ( Galli and Bukh , 2014 ) .
4828793	PHEV seropositive sows	transferred	offspring	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6402421/pdf/	PMC6402421	10.3389/fvets.2019.00053		30873421		12	14	10	10	17	17	Protection from the disease could be provided through lactogenic immunity transferred from PHEV seropositive sows to their offspring in enzootically infected herds .
4830733	human	transmit	human	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7090626/pdf/	PMC7090626	10.1007/s12250-015-3683-3		26786772		15	15	13	13	17	17	When some CoVs become better adapted in human by acquiring the ability to transmit from human to human readily , pandemics could arise .
4838570	bats	transmit	other mammalian species	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6315912/pdf/	PMC6315912	10.3390/v10120675		30487438		12	12	10	10	14	16	This isolation of a novel paramyxovirus with the potential to transmit from bats to other mammalian species reinforces the importance of continued surveillance of bats as a source of emerging viruses .
4839810	primates	spillover	primate hunters	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5441331/pdf/	PMC5441331	10.1016/j.onehlt.2015.08.001		28616460		11	11	6	6	13	14	Studies in central Africa have demonstrated spillover of these viruses from primates to primate hunters though to date there is no evidence that infection causes clinical illness in the latter [ 30 ] .
4844752	vaccinated humans	transmitted	camels	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4257804/pdf/	PMC4257804	10.3201/eid2012.140435		25418532		67	68	65	65	70	70	Over previous decades in Mongolia , outbreaks of respiratory disease , thought to be influenza , among camels have been reported , In the 1980s , the virus was characterized , and researchers speculated that it was related to a reassortant influenza A(H1N1 ) virus vaccine strain , A/PR-8/34 + A/USSR/77 , generated in a Soviet laboratory and administered to humans in Mongolia and possibly transmitted from vaccinated humans to camels in a reactivated form ( 5 , 6 ) .
4854676	NHP	transmitted	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6849485/pdf/	PMC6849485	10.3389/fpubh.2019.00305		31828053		28	28	26	26	30	30	The most serious risk for public health is a deadly pathogen able to spread through human-to-human transmission with high R 0 , or a deadly pathogen transmitted from NHP to humans via a flying blood-sucking vector insect .
4857177	Japan	spreads	India	https://api.semanticscholar.org/10.1016/j.medcle.2019.03.013		10.1016/j.medcle.2019.03.013				15	15	10	10	17	17	43 It is transmitted by the Culex mosquito , which spreads through Southeast Asia from Japan to India .
4861565	person	transmitted	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2861057/pdf/	PMC2861057	10.1186/1471-2458-10-174		20353568		17	17	15	15	19	19	When that virus infects people , a new and unknown form of influenza that is transmitted from person to person develops .
4863389	one generation	spread	the next	https://api.semanticscholar.org/10.1016/b978-0-7020-4979-8.00014-5		10.1016/b978-0-7020-4979-8.00014-5				8	9	6	6	11	12	In this way , fleas are spread from one generation to the next and are an important vector of disease , especially myxomatosis .
4864877	infected dams	transferred	offspring	https://api.semanticscholar.org/10.1016/b978-0-7020-4979-8.00014-5		10.1016/b978-0-7020-4979-8.00014-5				11	12	9	9	15	15	Passive immunity is Infectious Diseases of Domestic Rabbits 14 transferred from infected dams to their offspring , which can have titres of 1:25 to 1:800 that last until they are about 4 weeks old .
